image_name,comment_number,comment
51900750.jpg,0,رجل أشقر بلحية خفيفة يرتدي قميص قصير الأكمام يحزم القمح
51900750.jpg,1,رجل يرتدي ملابس سوداء يحمل حزمة من القش
3876949547.jpg,0,امرأة تجلس على كرسي على الشاطئ خلفها المحيط
3876949547.jpg,1,امرأة جالسة على كرسي و قدماها في الماء
51900752.jpg,0,رجلان أحدهما يرتدي قميص أسود و الآخر يرتدي سترة يجمعان القمح
51900752.jpg,1,رجلان يقومان بتحميل رزم من القمح فوق مبنى مرتفع في يوم غائم
519028568.jpg,0,امرأة سوداء تحمل حقائب تشير إلى سيارة أجرة
519028568.jpg,1,امرأة ذات شعر رمادي في يدها حقيبة تسوق و ذراعها الأخرى مرفوعة
519059913.jpg,0,صبي يرتدي سروال سباحة باللونين الأحمر و الأزرق يقفز رأسا على عقب في حمام سباحة
519059913.jpg,1,صبي ذو شعر بني يرتدي سروال سباحة ينقلب للخلف فوق حوض السباحة
519061891.jpg,0,صبي صغير يرتدي قميص أزرق يلعب في حوض سباحة الأطفال
519061891.jpg,1,طفل صغير يلعب في الماء في حوض سباحة للأطفال
5191256340.jpg,0,رجل يقف عند مقعد طائرة هليكوبتر
5191256340.jpg,1,يقف رجل يرتدي نظارة شمسية و يرتدي سترة حمراء أمام طائرة هليكوبتر حمراء
519167484.jpg,0,فتاة ذات شعر أشقر ترتدي فستان وردي و حول رقبتها طوق أزرق مخطط
519167484.jpg,1,فتاة صغيرة ترتدي فستان و طوق على رقبتها
5191902508.jpg,0,رجل في زورق الكاياك الأبيض يتجول في نهر صخري
5191902508.jpg,1,يقوم شخص بالتجديف بالكاياك على نهر و يقود نفسه بين صخرتين كبيرتين
519228804.jpg,0,طفلان يتزلجان على ماء لونها غامق في يوم صيفي حار
519228804.jpg,1,طفلان يركبان طوف أصفر على بحيرة 
519228867.jpg,0,فتاة تجلس و تضحك أثناء وجودها في مسبح الأطفال
519228867.jpg,1,فتاة صغيرة تجلس في حوض معدني مملوء بالماء
5192430558.jpg,0,رجل على دراجة نارية يسوق في شوارع بلدته
5192430558.jpg,1,رجل يرتدي سترة صفراء يركب دراجة نارية في سوق في شارع مليء بالناس و البائعين
5192505155.jpg,0,موسيقي يرتدي وشاح أحمر على رأسه و يحمل ميكروفون يمسح وجهه و هو يبتعد عن دي جي مبتسم
5192505155.jpg,1,شخص يحمل ميكروفون يرتدي غطاء أحمر على رأسه و هو يمشي أمام طاولة سوداء مغطاة
519259595.jpg,0,امرأة تسحب من قارب على أنبوب أصفر عبر البحيرة
519259595.jpg,1,فتاة تركب على طوف و يسحبها قارب
5192912743.jpg,0,طفلان يحاولان الحصول على كرة قدم
5192912743.jpg,1,صبيان أفريقيان يمدون يدهما للحصول على كرة قدم أثناء اللعب في الخارج
519317202.jpg,0,رضيع يجلس في مقعد سيارة و يبكي
519317202.jpg,1,طفل يرتدي قميص أزرق يبكي في مقعد سيارته
519346101.jpg,0,فتاة صغيرة ترتدي بنطلون رياضي غامق و سترة بسحاب تلعب بمضرب تنس الريشة
519346101.jpg,1,فتاة صغيرة ترتدي نظارة و سترة رياضية تلعب بمضرب
519386080.jpg,0,يقف مجموعة من الشباب لديهم تسريحات شعر متطابقة أمام الكاميرا تحت مظلة بيضاء
519386080.jpg,1,ثلاثة رجال آسيويين يقفون تحت مظلة بيضاء
5194023863.jpg,0,فتاة صغيرة ترتدي قميص أصفر تحمل حلزون كبير في يديها بجوار خدها
5194023863.jpg,1,فتاة صغيرة ذات عيون كبيرة مشرقة ترتدي قميص أصفر و تحمل حلزون
5194027799.jpg,0,فتاة ترتدي قميص أسود مع زهور تحمل جرو أبيض و أسود
5194027799.jpg,1,فتاة تحمل بكلب صغير جدا في يديها 
5194404719.jpg,0,رجل يرتدي قميص برتقالي يتسلق الصخور 
5194404719.jpg,1,رجل يرتدي قميص أحمر يتسلق الصخور على جدار جبلي خطير
5194652258.jpg,0,رجل يقف بجانب حيوان مزرعة ذو شعر كثير و وجوههما تلامس بعضهما البعض
5194652258.jpg,1,رجل يرتدي نظارات و قميص أخضر يتم تقبيله على خده من قبل ماعز بيلي
387822740.jpg,0,طفل صغير يرتدي سترة و قميص أزرق و سروال أسود و يحمل مكنسة في المطبخ 
387822740.jpg,1,طفل صغير ذو شعر أشقر يحمل مكنسة 
5196647928.jpg,0,شخص يتزلج على جبل مغطى بالثلوج
5196647928.jpg,1,شخص يتزلج على الجليد يقفز فوق جبل جميل مغطى بالثلج
5196768578.jpg,0,تلعب فتاة صغيرة بسعادة في الثلج و هي ترتدي قبعة شتوية وردية ناعمة و قفازات
5196768578.jpg,1,طفلة صغيرة ترتدي قبعة و سترة وردية تحمل كرة ثلجية
387830531.jpg,0,كلب كبير يلعب مع كلب أصغر
387830531.jpg,1,كلبان يلعبان مع بعضهما البعض
519754987.jpg,0,امرأة تركب دراجة أمام سيارة و مجموعة من الناس على الرصيف
519754987.jpg,1,شابة تركب دراجة في الشارع أمام حشد من الناس 
5199369569.jpg,0,طفل صغير يرتدي سترة حمراء يلعب بدراجته و بعض الكرات في الخارج
5199369569.jpg,1,صبي يلعب في الخارج بدراجته
5199439325.jpg,0,طالب يرسم شيئا ما في فصل الفنون
5199439325.jpg,1,صبي في المدرسة يرسم في كتاب بإصبعه
5199580790.jpg,0,ثلاثة رجال يسحبون أكياس وردية على متن قارب و رجل رابع يجلس على أخشاب على النهر و يحدق للبعيد
5199580790.jpg,1,ثلاثة رجال يحملون كيس أحمر في قارب مع شخص آخر و قارب في الخلفية 
519990397.jpg,0,رجل يرتدي قبعة يقوم ببعض الأعمال
519990397.jpg,1,شخص يبني نوع من الجدار بينما يرتدي قبعة و يبتسم
5200029082.jpg,0,فتاة شابة ترتدي قميص أبيض ترسم ورقة شجر مع أقلام تلوين على سطح مكتب
5200029082.jpg,1,فتاة صغيرة ترتدي قميص أزرق ذو أكمام حمراء ترسم صورة باستخدام أقلام تلوين
5200715254.jpg,0,رجل ينظر من خلال تلسكوب أزرق كبير في الليل
5200715254.jpg,1,شاب ينظر إلى السماء من خلال تلسكوب شخصي في المساء
5201259529.jpg,0,شاب يرتدي قميص بني و يقوم ببعض الأعمال على جهاز الكمبيوتر الخاص به
5201259529.jpg,1,رجل ذو نظارة سميكة الحواف يعمل بجد على جهاز الكمبيوتر الخاص به
520341293.jpg,0,رجل يرتدي قميص أبيض يمسك مكنسة في وسط شارع
520341293.jpg,1,يحاول رجل يرتدي قميص أبيض و بنطلون جينز أزرق أن يمسح شارع متسخ
520491467.jpg,0,طفل و فتاة صغيران يقفزان على الترامبولين أمام مبنى أصفر
520491467.jpg,1,طفلان صبي و فتاة في الهواء فوق الترامبولين
5205100758.jpg,0,طائرة ذات ذيل أحمر يتم فحصها بواسطة متخصصين داخل مبنى
5205100758.jpg,1,يعمل عمال الطائرة على الجزء الخلفي من الطائرة
5206567975.jpg,0,امرأة ذات شعر أسود و قميص رمادي تقوم بطلاء الصناديق
5206567975.jpg,1,امرأة تقوم بطلاء الصناديق بفرشاة
5206587376.jpg,0,مجموعة أشخاص يجلسون في غرفة كبيرة و كثير منهم يرفعون أيديهم
5206587376.jpg,1,مجموعة كبيرة من الناس يرفعون أيديهم في اجتماع
5207964886.jpg,0,فتى يحمل سماعة طبيب لعبة يتظاهر بفحص امرأة بينما تجلس فتاة صغيرة في مكان قريب 
5207964886.jpg,1,طفل ذكر و أنثى يلعبان بألعاب الطبيب البلاستيكية و يفحصان شخص بالغ
52082050.jpg,0,طفلان يجلسان على أحضان والديهما بينما يتحدث رجل مسن إلى أحدهما ووالديه يشاهدانه باستمتاع
52082050.jpg,1,صبي صغير يشير بإصبعه على طبق بينما يمسك الرجل بالطبق
520913429.jpg,0,رجل يرتدي ملابس خضراء يكنس الأوراق في الخارج
520913429.jpg,1,رجل يزيل الركام من الطريق بحزمة من الأغصان
5210430501.jpg,0,شاب يحاول القيام بحركة بهلوانية على لوح التزلج الخاص به على طول جدار مغطى بالرسومات في حديقة 
5210430501.jpg,1,متزلج يرتدي بنطلون جينز أزرق و قميص رمادي يؤدي حيلة على طول جدار ملون برسومات
521083170.jpg,0,شاحنة كبيرة بالقرب من محطة للحافلات مغطاة بالكتابات
521083170.jpg,1,رجل ينتظر في محطة للحافلات بجوار شاحنة مغطاة بالكتابات
5210947826.jpg,0,رجل يرتدي ملابس حمراء يقفز في الهواء مع وجود الصحراء و الجبال في الخلفية
5210947826.jpg,1,رجل أو امرأة يقفز من الفرح بعد الانتهاء من صعوده إلى قمة الوادي
521109000.jpg,0,رجل يطفو على الماء و ينظر إلى شيء أبيض في يديه
521109000.jpg,1,رجل أبيض يقرأ كتاب و هو يطفو على ظهره في الماء
521186251.jpg,0,أربع أطفال يركبون قارب على الماء
521186251.jpg,1,عدة فتيات على طوف يطفو في المياه الهائجة
5211885484.jpg,0,رجل في حقل أرز يرتدي سروال قصير
5211885484.jpg,1,مزارع صيني يعمل في حقل
521292795.jpg,0,فتاتان بشعر أشقر تجلسان على رصيف
521292795.jpg,1,فتاتان آسيويتان ذوات شعر مصبوغ تجلسان على الرصيف
387974450.jpg,0,كلب أسود يركض في حقل مع طيور كثيرة في الخلف
387974450.jpg,1,كلب رمادي يطارد مجموعة من الغربان مع نهر في الخلفية 
5214344526.jpg,0,مجموعة من الأشخاص يشترون الطعام من بائع 
5214344526.jpg,1,يبيع البائع المتجول الطعام بمرح إلى حشد من العملاء الجياع
5214515583.jpg,0,يؤدي ثلاثة موسيقيين يرتدون ملابس جلدية عروضهم على خشبة المسرح بما في ذلك شاب يحمل جيتار و مغنيان
5214515583.jpg,1,ثلاثة من أعضاء الفرقة يؤدون على خشبة المسرح مع وميض الأضواء و مجموعة طبول في الخلفية
5214588693.jpg,0,يصطدم لاعب كرة قدم يرتدي خوذة ذهبية و زي أبيض بلاعب آخر يرتدي زي ذهبي و أزرق
5214588693.jpg,1,لاعب كرة قدم يركض نحو لاعب آخر
5215150958.jpg,0,امرأة ترتدي نظارات و ملابس سوداء تقف في ممر محل مواد غذائية و تضع ذراعها الأيمن بجانب بعض السلع المعروضة للبيع
5215150958.jpg,1,امرأة ترتدي سترة سوداء امرأة ترتدي ملابس داكنة ترتدي نظارات تتكئ على رف في قسم المشروبات في محل بقالة
521529438.jpg,0,صبيان آسيويان صغيران يتشاجران مع بعضهما البعض
521529438.jpg,1,يشارك صبيان في مباراة ملاكمة
5216466221.jpg,0,سيدة آسيوية تطبخ أطباق مختلفة 
5216466221.jpg,1,امرأة تجلس أمام طاولة منخفضة عليها مكونات خام مختلفة
521658170.jpg,0,رجل في حقل عشبي يلقي عصا لمجموعة من ثلاثة كلاب بنية
521658170.jpg,1,رجل يرتدي قميص أزرق محاط بثلاثة كلاب في العشب
5217022503.jpg,0,تقوم مجموعة من النساء مع الأطفال بزراعة الحقول
5217022503.jpg,1,عائلة أمريكية من أصل أفريقي تقطف الخضار من الحديقة بينما تحمل الأم طفل و تشرف عليهم
5217054772.jpg,0,امرأة تحيك الغزل بينما يشاهدها طفل في الخلفية 
5217054772.jpg,1,امرأة تحيك شيئا ما باللون الأخضر 
5217116.jpg,0,شخصان يعزفان على الآلات الموسيقية أحدهما يعزف على الجيتار و الآخر يعزف على الطبول
5217116.jpg,1,رجل يرتدي سترة و بنطلون جينز يعزف على الجيتار بينما تعزف أنثى على الطبول
5217397101.jpg,0,امرأة مسنة ترتدي زي راهبة و نظارات تلتقط صورة بالكاميرا
5217397101.jpg,1,امرأة كبيرة في السن ترتدي ملابس باللون الرمادي بالكامل تنظر إلى شاشة عرض الكاميرا الرقمية
5217482307.jpg,0,يمشي رجل يحمل حمولة كبيرة على ظهر دراجته
5217482307.jpg,1,رجل يرتدي قميص أزرق يمشي بدراجة محملة بصندوق كبير على ظهره 
521750280.jpg,0,ينحني أحد أفراد طاقم الطائرة من نافذة قمرة القيادة في الطائرة و هو يحاول تنظيف الزجاج الأمامي
521750280.jpg,1,طيار ينظف نافذة الطائرة
5218106811.jpg,0,ثلاثة رجال حول عربة ذات عجلات محملة بالمخبوزات بينما يبتعد رجل يمسك عكاز
5218106811.jpg,1,رجل عجوز يمشى مبتعدا عن عربة طعام لبيع الخبز
5218130090.jpg,0,سيدة آسيوية ترتدي سترة جينز و قبعة تحمل سلتين متوازنتين بعصا على كتفها
5218130090.jpg,1,امرأة ترتدي سروال أخضر و سترة زرقاء و قبعة شمسية تحمل الطعام في سلال معلقة على كتفها
5218165254.jpg,0,ثلاثة رجال و امرأة يجلسون في مكان عام أمام خريطة يعزفون الموسيقى على الجيتارات و الطبول
5218165254.jpg,1,مجموعة من المؤدين الموسيقيين يعزفون و هناك حشد من الناس من حولهم
521819800.jpg,0,رجل يرتدي قميص أبيض مخطط و قبعة بيضاء يجلس أمام ماكينة خياطة
521819800.jpg,1,رجل يرتدي قبعة بيضاء يقوم بالخياطة
5218695756.jpg,0,عامل يرتدي قميص برتقالي و رمادي و أبيض مخطط يميل فوق طاوله عليها أنواع مختلفة من الخبز المسطح
5218695756.jpg,1,رجل يصنع و يبيع التورتيلا و المعجنات
521999036.jpg,0,طفل صغير يتسلق كومة من الأخشاب بجوار لافتة تقول إنه لا يجب التسلق على أكوام الأخشاب
521999036.jpg,1,صبي يتسلق كومة من الأخشاب على الرغم من وجود لافتة تمنعه
409327234.jpg,0,امرأة تجلس في مقهى و تنظر من النافذة
409327234.jpg,1,امرأة ترتدي قميص أزرق تجلس أمام جدار من الطوب 
522063319.jpg,0,طفلان جاثيان على ركبتيهما يرتديان قبعات القراصنة
522063319.jpg,1,صبيان يرتديان قبعات القرصان جاثمين على الأرض
4093883603.jpg,0,يتحدث رجل يرتدي سترة زرقاء و قبعة
4093883603.jpg,1,رجل يرتدي قبعة بنية و سترة زرقاء يقف في الخارج
5220933373.jpg,0,طفلان يرتديان زي القراصنة يقفان على أريكة بيضاء أمام نافذة
5220933373.jpg,1,طفلان صغيران يرتديان ملابس قرصان و كلاهما يحمل سيوف
4094247545.jpg,0,شخصان يجلسان على مقعد أمام نافذة كبيرة
4094247545.jpg,1,شخصان يجلسان على مقعد أسود
5221111799.jpg,0,رجل يرتدي قبعة فوق سطح يقوم بأعمال البناء
5221111799.jpg,1,نجار يعمل على سطح منزل يتم بناؤه
522183263.jpg,0,مجموعة من الرجال يقومون بتنظيف الأرضية
522183263.jpg,1,عدة أشخاص يحملون ممسحة يقفون حول دلوان أصفران
5222104909.jpg,0,فتاة صغيرة تجلس على كرسي خشبي
5222104909.jpg,1,فتاة صغيرة ترتدي ملابس وردية تجلس على كرسي هزاز و هي تنظر إلى الوراء
4095018474.jpg,0,رجل كبير في السن يرتدي زي أزرق يجلس على الرصيف محاط بأدوات لتلميع الأحذية 
4095018474.jpg,1,جل يرتدي قميص من الجينز الأزرق يجلس على الرصيف مع معدات لإصلاح الأحذية و تلميعها
5222250994.jpg,0,رجل يتزلج على منحدر 
5222250994.jpg,1,رجل يتزلج في يوم ثلجي صافي و جميل
5222251832.jpg,0,متزلج على الجليد يرتدي سترة حمراء و سروال أسود و خوذة زرقاء في الجو
5222251832.jpg,1,رجل يرتدي قميص أحمر و سروال أسود على الجليد 
52226520.jpg,0,ثلاثة رجال يفحصون دراجة في الشارع 
52226520.jpg,1,ثلاثة رجال يعملون على دراجة في شارع مرصوف بالحصى
5222736851.jpg,0,ثلاثة رجال آسيويين أحدهم مع صنارة صيد يستريح على رصيف مرتفع
5222736851.jpg,1,يجلس ثلاثة رجال أحدهم مع صنارة صيد على الرصيف
5223651213.jpg,0,فتاتان صغيرتان تستمتعان بالركوب على تلة ثلج
5223651213.jpg,1,فتاتان صغيرتان تستمتعان بالتزلج على الجليد أسفل التل
522486784.jpg,0,كلب بني و كلب أسود على طريق ترابي
522486784.jpg,1,كلب أسود و كلب بني قريبان من بعضهما
522516482.jpg,0,رجل يرتدي قميص أصفر يعبر الشارع و تظهر المباني الكبيرة في الخلفية
522516482.jpg,1,يسير الناس في شوارع المدينة في الليل
5225304863.jpg,0,رجلان أحدهما يرتدي قميص أزرق و الآخر يرتدي قميص أحمر نائمان على متن قارب
5225304863.jpg,1,رجل و امرأة يأخذان قيلولة بالقرب من الماء و تغطي قبعاتهما و جهيهما
5225675783.jpg,0,عاملان يلحمان قضبان السياج بالقرب من شارع مزدحم في الضواحي
5225675783.jpg,1,شخصان يعملان على لحام المعدن معا بالخارج على الرصيف
5225747391.jpg,0,رجلان يرتديان قبعات غريبة و يعملان فوق الصخور في شارع مزدحم
5225747391.jpg,1,يقوم شابان آسيويان بأعمال البناء في منتصف الطريق
5225750041.jpg,0,زوجان آسيويان يقفان أمام شجرتهما لالتقاط صور زفافهما و ينظر إليهما حشد من المصورين
5225750041.jpg,1,أشخاص يقفون بجانب البحيرة حيث يتم التقاط صور للزوجين
5225752827.jpg,0,رجل يركب دراجة مع سلة مليئة بالورود في المقدمة
5225752827.jpg,1,رجل يركب دراجة مزودة بسلة أمامية كبيرة مليئة بالزهور
4096056992.jpg,0,شخصان يقفان على الرصيف المجاور للشارع مع متعلقاتهما
4096056992.jpg,1,رجل يرتدي ملابس خضراء يدفع عربة فوق رصيف
5226870137.jpg,0,رجل يرتدي بدلة يقود عربة تجرها الخيول في شارع حجري
5226870137.jpg,1,اثنان من الخيول البيضاء يجران عربة في الشارع 
522700240.jpg,0,يرقد كلب على سرير بغطاء أزرق و عليه جزء من الغطاء الأزرق
522700240.jpg,1,ينام كلب فوق سرير مغطى بغطاء أزرق
522712748.jpg,0,قارب ذو طابقين يطفو على الماء
522712748.jpg,1,عبارة مع عدد قليل من الركاب يبحرون إلى الميناء
5227179820.jpg,0,طفلة شقراء تلعب بالألعاب على سطح أرجواني
5227179820.jpg,1,فتاة صغيرة تلعب بالألعاب
5227528559.jpg,0,مجموعة من الناس يرقصون مع تل في الخلفية 
5227528559.jpg,1,امرأتان ببشرة بيضاء يرقصن بين مجموعة من الناس في الخارج
5228334906.jpg,0,طفل صغير بشعر بني قصير و قميص أزرق ينظر إلى كرة بينياتا صفراء و لديه عصا في يديه
5228334906.jpg,1,صبي أبيض يشارك في لعبة بينياتا
5229782578.jpg,0,أب و ابنته يرقصان في حفل زفافها
5229782578.jpg,1,عروس ترقص مع والدها في حفل زفافها بينما ينظر إليها ضيوف حفل الزفاف
5229996710.jpg,0,يقوم شاب يرتدي قميص أبيض بأداء حركة بهلوانية على لوح التزلج الخاص به 
5229996710.jpg,1,شاب طويل الشعر يتزلج على القضبان في يوم غائم
5230968.jpg,0,صبي يرتدي قميص رمادي يتزلج على الألواح
5230968.jpg,1,صبي صغير يتزلج على الألواح أمام نصب تذكاري في ساحة
5231178541.jpg,0,شاب يتزلج على قطعة من البلاستيك الأبيض مع ابتسامة على وجهه و شعره يطير للخلف
5231178541.jpg,1,شاب يبتسم و هو يستمتع بالانزلاق إلى أسفل التل
523249012.jpg,0,رجل يرتدي قميص أبيض يجلس على صخرة و أمامه عمود
523249012.jpg,1,رجل يجلس مع صنارة صيد بالقرب من مسطح مائي 
5233199881.jpg,0,يرقص ثمانية من الراقصين الشباب يرتدون بناطيل جينز زرقاء و قمصان بيضاء بطريقة متزامنة 
5233199881.jpg,1,سبعة أشخاص معظمهم يرتدون قمصان بيضاء يرقصون في غرفة ذات جدار أحمر
4093458757.jpg,0,رجل يرتدي قميص أسود يجلس على كرسي كمبيوتر ينظر إلى مظروف أصفر
4093458757.jpg,1,رجل ذو لحية يرتدي قميص أسود ينظر إلى مظروف في مكتب
5233757883.jpg,0,رجل بشارب يرتدي سترة رمادية يجلس أمام جهاز كمبيوتر قديم الطراز
5233757883.jpg,1,رجل ذو شعر مجعد ينظر إلى جهاز كمبيوتر قديم
5234416671.jpg,0,طفل يضع فمه على لعبة شاحنة جمع القمامة لونها أخضر و أصفر
5234416671.jpg,1,طفل يرقد على الأرض يلعب بشاحنته
5234657740.jpg,0,رجل أبيض يعزف على جيتار أزرق
5234657740.jpg,1,رجل يعزف على الجيتار الكهربائي أمام خلفية عليها طائرات
523485792.jpg,0,سيدة تحلق رأس سيدة أخرى بينما تراقب مجموعة من النساء
523485792.jpg,1,امرأة تضع وشم سلحفاة على ذراعها تحلق رأس امرأة أخرى بينما يشاهدها مجموعة من النساء من الخلف
523488750.jpg,0,رجل يحلق منتصف رأسه بشفرة حلاقة كهربائية
523488750.jpg,1,رجل يحلق رأسه مع وجود أشخاص في الخلفية
5235384370.jpg,0,يقفز أربعة أشخاص على قمة تل مغطى بالثلج
5235384370.jpg,1,أربعة أشخاص يرتدون ملابس الشتاء يقفزون فوق تلة بأحذية ثلجية و أيديهم في الهواء
5235619020.jpg,0,لاعب كرة سلة يسدد الكرة في الملعب
5235619020.jpg,1,لاعب كرة سلة يسدد رمية حرة
5235783452.jpg,0,فتاة صغيرة و رجل يقفان في غرفة المعيشة بأدوات كهربائية
5235783452.jpg,1,فتاة صغيرة تبتسم و هي تمسك بالمكنسة الكهربائية بينما يحمل الرجل الأكبر في السن مثقاب كبير
5236666873.jpg,0,مغني يؤدي في حفل موسيقي
5236666873.jpg,1,مغني رئيسي لفرقة يمسك ميكروفون
523692399.jpg,0,رجل يرتدي خوذة سوداء و هو على لوح تزلج أسود
523692399.jpg,1,متزلج يرتدي خوذة رمادية يركب لوحه على طول منحنى خرساني
5238123569.jpg,0,موسيقي ملتحي يرتدي قميص أحمر يحمل ميكروفون أمام البيانو بينما تلعب عازفة جيتار في الخلفية
5238123569.jpg,1,رجل ذو مظهر أشيب وله لحية كبيرة يعزف على البيانو مع رفيقته في الفرقة التي تعزف على الجيتار
4161829222.jpg,0,ضابط شرطة يخرج من سيارته المتوقفة و يقترب من مركبة صفراء
4161829222.jpg,1,جل يرتدي زي عسكري يسير في الشارع مع سيارتين و شجرة
5238554919.jpg,0,جل يصلح دراجة لرجل آخر في الثلج
5238554919.jpg,1,راكب دراجة يراقب بينما يعمل ميكانيكي على دراجته
5238681042.jpg,0,عاملان يرتديان معاطف واقية لامعة يجرفان الثلج بعيدا عن طريق مرور السكان
5238681042.jpg,1,في سوق في الخارج يقوم رجلان بجمع الثلج و ابعادهه عن الطريق
523969517.jpg,0,رجل يرتدي سروال أبيض و قميص داكن يقف على دراجة و يتحدث مع سيدتين صغيرتين
523969517.jpg,1,رجال يركبون دراجات يتحدثون مع فتيات يرتدين ملابس رسمية خلال ليلة في إحدى المدن
523985664.jpg,0,فتاة ترتدي ملابس سباحة زرقاء و لافتة من الورق المقوى حول رقبتها
523985664.jpg,1,فتاة ترتدي ملابس سباحة و تحمل لافتة لإعطاء عناق مجاني
523991446.jpg,0,راقصة كبيرة تقوم بتحريك شعرها
523991446.jpg,1,امرأة تقلب شعرها و هي ترقص في الخارج و فرقة في الخلفية
524031846.jpg,0,صبي صغير يقفز لالتقاط شيء ما في حمام السباحة
524031846.jpg,1,صبي يقفز في حوض السباحة
5240342253.jpg,0,رجل يعزف على الجيتار و رجل يعزف على البيانو و امرأة تغني على خشبة مسرح ضبابي
5240342253.jpg,1,ثلاثة من المطربين كل منهم بميكروفون اثنان يعزفان على الجيتار و البيانو
524036004.jpg,0,صبي يرتدي سروال أزرق و أحمر و يمسك كرة خضراء في يده و هو يقفز في حمام السباحة
524036004.jpg,1,صبي يرتدي سروال سباحة زهري يقفز في حوض السباحة
524073179.jpg,0,رجل يرتدي بدلة يتحدث لامرأة ترتدي فستان أسود
524073179.jpg,1,رجل يرتدي حلة سوداء يبتسم لامرأة ترتدي فستان أسود بدون أكمام في مناسبة رسمية
5241034101.jpg,0,رجلان يرتديان بدلات و أحذية زرقاء و صفراء يعملان على الطريق
5241034101.jpg,1,يقف عاملا مرافق يرتديان بذلات زرقاء و صفراء مع مجارف على الرصيف بجوار شارع غمرته المياه
4162702.jpg,0,امرأتان ترتديان ملابس من الجينز الأزرق تمشيان بالخارج 
4162702.jpg,1,امرأتان كبيرتان تمشيان معا في حقل عشبي
5241430403.jpg,0,ثلاثة رجال يرتدون قبعات صلبة يتحدثون على متن قارب
5241430403.jpg,1,يقف ثلاثة عمال بناء على قارب بينما يشير أحد الرجال إلى شيئا ما
5241629294.jpg,0,رجل يرتدي قميص مقلم يكتب بالطباشير على السبورة
5241629294.jpg,1,رجل يرتدي سترة مخططة يكتب على سبورة صغيرة مستطيلة الشكل
5241718422.jpg,0,رجل يرتدي قميص أسود يركض على جهاز المشي أثناء الاستماع إلى الموسيقى
5241718422.jpg,1,رجل يركض على جهاز المشي أثناء الاستماع إلى الموسيقى
524250975.jpg,0,امرأة شقراء ترتدي فستان تنظر إلى الأوراق بجوار طاولة مغطاة بأجهزة الكمبيوتر المحمولة التي يستخدمها العمال
524250975.jpg,1,مجموعة من الأشخاص في غرفة بها أجهزة كمبيوتر محمولة على مكاتبهم 
524282699.jpg,0,يركض كلب أسود و كلب بني نحو بعضهما البعض على الشاطئ
524282699.jpg,1,كلب أسود يقترب من كلب ذهبي على شاطئ مغطى بالحصى
524296878.jpg,0,جندي من الحرس الوطني يقود مجموعة أخرى من جنود الحرس الوطني يغنون النشيد الوطني
524296878.jpg,1,يقود رقيب قواته في تشكيل داخل غرفة كبيرة بها الكثير من الأعلام في الخلفية
5243039066.jpg,0,امرأة ترتدي سترة شتوية زرقاء تعبر مع شجرة صنوبر صغيرة تسحبها خلفها
5243039066.jpg,1,امرأة ترتدي زي أزرق ثلجي تتزلج بينما تسحب شجرة خلفها
5243039266.jpg,0,امرأة على الزلاجات تصعد تلة و تحمل شجرة صنوبر
5243039266.jpg,1,متزلج يتقدم صعودا و يسحب شجرة خلفه
524310507.jpg,0,رجل في شاحنة حمراء يحدق من نافذة جانب السائق
524310507.jpg,1,سائق شاحنة ينظر من نافذة شاحنته الأرجوانية
524360969.jpg,0,امرأة ترتدي سترة عالية الجودة تبتسم لشخص يحمل لافتة تدل على التوقف أمام رافعة
524360969.jpg,1,عاملا بناء يحملان لافتات يتفاعلان في شارع أمام شاحنة كبيرة
5243694558.jpg,0,امرأة كبيرة في السن مع طفلة صغيرة تنظر إلى دمية بيضاء و حمراء و تلعب بها
5243694558.jpg,1,طفلة صغيرة ترتدي بيجاما وردية تلعب في منزل لعبة بينما تراقبها جدتها
5243894354.jpg,0,شابة ترتدي ثوب أسود و أصفر و تحمل طبق من الطعام على رأسها
5243894354.jpg,1,امرأة ذات بشرة داكنة ترتدي فستان أصفر و على رأسها طبق كبير من الطعام
5244225882.jpg,0,رجل مع مطرقة يحفر نص العربية في صخرة 
5244225882.jpg,1,شاب ينقش الكتابة العربية في حجر 
52446935.jpg,0,مجموعة من الناس تقف على رصيف بينما تغرب الشمس فوق الماء
52446935.jpg,1,مجموعة من الرجال يقفون على رصيف مشجر مع غروب الشمس
5244864049.jpg,0,رجل يرتدي قميص أبيض يعزف على جيتار أبيض و يقف أمام الميكروفون وضوء ملقى بدرجات الأحمر إلى حد ما على قميصه
5244864049.jpg,1,رجل يعزف على الجيتار في الضباب حول آلات موسيقية أخرى على خشبة المسرح
5246144625.jpg,0,ثلاث فتيات صغيرات يرتدين معاطف و قبعات شتوية يتفقدن الكاميرات 
5246144625.jpg,1,فتاة تعرض كاميرتها لفتيات أخريات
5246144737.jpg,0,ثلاثة أطفال يحملون خرائط و كاميرا يقفون في منطقة مرصوفة بالحصى أمام بعض المباني و التماثيل
5246144737.jpg,1,رحلة مدرسية ميدانية مع العديد من الأطفال الذين يستمتعون بالتقاط الصور
5246531712.jpg,0,ثلاثة أشخاص يلعبون الهوكي
5246531712.jpg,1,يلعب العديد من الأشخاص الهوكي على الزلاجات في منطقة مسيجة
5246912916.jpg,0,رجل يرتدي حقيبة ظهر سوداء و يحمل حقيبة سفر يقترب من سلم متحرك
5246912916.jpg,1,رجل يحمل حقيبة يمشي بمفرده باتجاه سلم متحرك في منطقة ذات إضاءة خافتة
